id,gen,smile,source,score
AHMU,0,Cc1ccnc(NC(=O)C2(c3ccccc3)CC2)c1,generated,99.9
AHRF,0,COc1ccc(CNc2cccc(C(=O)NCC(C)C)c2)cc1,generated,99.9
AHRG,0,CC(C)OC1CN(C(=O)c2ccc(-n3ccnn3)cc2)CCO1,generated,99.9
AHRH,0,CC(Nc1ncnc2[nH]c(-c3ccccc3)cc12)c1ccccc1,generated,99.9
AHRJ,0,COc1ccccc1CNS(=O)(=O)c1ccc(C)cc1,generated,99.9
AHRK,0,CC(C)(C)NC(=O)NCC(=O)N1CCCCC1c1ccccc1,generated,99.9
AHRO,0,COC(=O)C1(C)CCCC2(C)c3cc(OC)c(OC)cc3CCC12,generated,99.9
AHRV,0,CCC(=O)NCCNC(=O)C1(c2cccc(F)c2)CCCC1,generated,99.9
AHRW,0,O=C(O)c1ccc(Oc2ccc(NC(=O)c3c[nH]c4ccccc34)cc2)cc1,generated,99.9
AHRX,0,CCOc1ccc(NC(=O)C2CN(c3cccc(F)c3)C2)c(C)c1,generated,99.9
AHSB,0,Cc1ccc(-c2n[nH]cc2C(=O)Nc2cccc(F)c2F)cc1,generated,99.9
AHSC,0,COC(=O)c1ccc2c(c1)nc1n2CCN(C2CCOCC2)C1,generated,99.9
AHSE,0,O=C(c1ccc(F)c(F)c1)N(Cc1ccco1)c1ccccc1,generated,99.9
AHSH,0,COc1ccccc1N1CCN(C(=O)c2cccnc2OC)CC1,generated,99.9
AHSK,0,N#Cc1ccc(C(=O)N(Cc2ccco2)CC2CCCO2)cc1,generated,99.9
AHSM,0,COc1ccc(CCNc2nc(Nc3cc(C)ccc3C)nc3cc(C)ccc23)cc1,generated,99.9
AHSS,0,Cc1ccc2c(c1)C(C(=O)NCCCCOCC(C)(C)O)NC(=O)N2,generated,99.9
AHSV,0,CCN(CC)C(=O)CCn1ncc2c(N3CC(C)CC(C)C3)ncnc21,generated,99.9
AHSX,0,CN(Cc1cccc(F)c1)C(=O)Nc1ccccc1-n1cnnn1,generated,99.9
AHTI,0,CCc1nc(C)c(C(=O)NCc2ccc(S(C)(=O)=O)s2)s1,generated,99.9
AHTM,0,CCOc1ccc(-c2[nH]c(=O)cc(C)c2-c2ccc(OCCN3CCCC3)cc2)cc1,generated,99.9
AHTQ,0,CC(C)COc1ccc(C2CC3CCCN3C2C(=O)O)cc1,generated,99.9
AHTT,0,COCC(=O)N1CCC(C(=O)NCCC(O)C2CC2)CC1,generated,99.9
AHTY,0,O=C(NCc1ccccc1)c1ccc(-c2cccc(F)c2)nc1,generated,99.9
AHUA,0,Cc1nc2cc(NC(=O)C(C)Oc3ccccc3)ccc2o1,generated,99.9
AHUH,0,CC(=O)NCC(=O)Nc1ccc(-c2ccccc2)cc1,generated,99.9
AHUI,0,COC(=O)c1ccc(C(=O)NC(C)c2ccc(F)cc2)cc1,generated,99.9
AHUP,0,Cc1cccc(NC(=O)CC2CC3CCC2C3)c1C(=O)N(C)C,generated,99.9
AHUS,0,COc1ccc(S(=O)(=O)N2CCC(C)CC2)cc1N1CCCCC1,generated,99.9
AHUT,0,O=C(Cc1ccccc1)NC1(C(=O)O)CCN(Cc2ccccc2)CC1,generated,99.9
AHUY,0,CCc1nc(CC(=O)Nc2nc(C)c(C)s2)c2ccccc2n1,generated,99.9
AHVM,0,Cc1ccc(Cl)cc1NC(=O)Cc1ccc(Cl)cc1Cl,generated,99.9
AHVO,0,COc1ccc(-c2ccc(NC(=O)c3ccccn3)cc2)cc1,generated,99.9
AHVQ,0,COc1cccc(C(=O)N2CCCC(c3nccn3C)C2)c1,generated,99.9
AHVR,0,CC(C)Cn1cc(C(=O)NCc2ccc3c(c2)OCO3)cn1,generated,99.9
AHVZ,0,COC(=O)c1ccc(NC(=O)NC(C)(C)C)c(C)c1,generated,99.9
AHWB,0,COc1ccc(C)cc1C(CC(=O)NCc1ccccc1)c1ccccc1,generated,99.9
AHWE,0,O=C(COc1ccccc1)Nc1ccccc1N1CCCCCC1,generated,99.9
AHWF,0,CN(Cc1ccc(F)cc1)C(=O)CN1CCOCCC1C1CC1,generated,99.9
AHXD,0,CCCC1CN(C(=O)C2CCCC2)CC(C)(O)C1Cc1ccccc1,generated,99.9
AHXE,0,COc1cccc(OC)c1C1CCN(C(=O)c2cnc(C)s2)CC1,generated,99.9
AHXP,0,CCn1nc(C(=O)NC2CC(C)CC(C)(C)C2)c2ccccc21,generated,99.9
AHXX,0,CC(C)(C)c1ccc(C(C)(C)C(=O)O)cc1C(=O)Nc1ccccc1,generated,99.9
AHYM,0,CC(=O)OC1C(=O)OC2CC3(C)C(CCC4C5CCC(O)C5(C)CCC43C)C21,generated,99.9
AHYY,0,CCOc1cc(CNC(=O)c2ccc(-n3ccnn3)nc2)ccn1,generated,99.9
AHZT,0,COC1C=CC=C(C)C(=O)NC(=O)NC(C)(C)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)O)C(C)C(O)C(C)C(OC)C1,generated,99.9
AIAE,0,COc1ccc(C(=O)Nc2ccc(-c3cccnc3)nn2)cc1,generated,99.9
AIAJ,0,CCCC1CN(C(=O)Nc2ccc(C)c(S(C)(=O)=O)c2)CCO1,generated,99.9
AIBH,0,Cc1cccc(NC(=O)CN2CCN(S(C)(=O)=O)CC2)c1,generated,99.9
AICO,0,O=C(Nc1ccc(C(F)(F)F)cc1)c1ccc(N2CCOCC2)nc1,generated,99.9
AICP,0,CC(=O)N1CCCC(C(=O)N2CCCC(N3CCNC3=O)C2)C1,generated,99.9
AIDJ,0,O=C(CCc1ccccc1)N1CCN(c2cccnc2)C(=O)C1,generated,99.9
AIDT,0,COc1ccccc1-c1nc(COc2ccc(-n3cccn3)cc2)cs1,generated,99.9
AIEE,0,O=C(C1CC(=O)N(c2ccc(Cl)cc2)C1)N1CCOCC1,generated,99.9
AIFO,0,CCNC(=O)C(=NNC(=O)c1ccc(OC)cc1)c1ccc(OC)c(OC)c1,generated,99.9
AIFV,0,COC(=O)c1ccc(CN2CCOCC2C2CCCC2)cc1,generated,99.9
AILI,0,O=C(Cc1ccc(Cl)cc1)N1CCC(CNc2ncccn2)CC1,generated,99.9
AILR,0,CC(NC(=O)C1NCCc2ccccc21)C(=O)N1CCCC1,generated,99.9
AIMV,0,CC(C)(C)C(NC(=O)c1ccc(N2CCCC2)cc1)c1ccnc(N)c1,generated,99.9
AINO,0,Cc1cc(NC(=O)c2sccc2C(=O)NCC2CCCO2)no1,generated,99.9
AIOB,0,CCn1ncc(NC(=O)NC2(c3ccccc3)CCCC2)c1C,generated,99.9
AIPE,0,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)NC1CCOC(C)(C)C(C(=O)NC(Cc2ccccc2)C(O)C(=O)O)C1,generated,99.9
AIPG,0,CC(=O)c1cccc(NC(=O)Cc2ccc(NC(=O)N3CCCC3)cc2)c1,generated,99.9
AIPH,0,COC(=O)CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(C(=O)NC(CCCNC(=N)N)C(=O)NC(C(=O)NC(CC(C)C)C(=O)O)C(C)C)C(C)C,generated,99.9
AIPJ,0,CCc1ccc(C(=O)Nc2ccc(C(=O)CO)cc2C(C)C)cc1,generated,99.9
AIPL,0,Cc1ccc2c(c1)N(C(=O)c1cccc(O)c1)CCC2,generated,99.9
AIPM,0,COc1ccc(-c2nc3c(S(=O)(=O)c4cccc5ccccc45)cc(NC(=O)Nc4ccccc4)cc3[nH]2)cc1,generated,99.9
AIPO,0,CC(=O)N1CCN(C(=O)c2cccc(-c3ccon3)c2)CC1,generated,99.9
AIPR,0,COc1ccccc1CNC(=O)N1CCN(Cc2ccccn2)CC1,generated,99.9
AIPU,0,Cc1ccccc1-c1nc(Cn2cc(-c3nnco3)c(=O)n(C)c2=O)no1,generated,99.9
AIPV,0,O=C(Nc1ccc2c(c1)COC2)c1ccc2c(c1)OCCO2,generated,99.9
AIPX,0,CC(C)(C)C(=O)N1CCCC(C(=O)N2CCC(C(N)=O)CC2)C1,generated,99.9
AIPZ,0,COc1cc2ncnc(Nc3cccc(-c4nc5cc(C(=O)NCCN(C)C)ccc5[nH]4)c3)c2cc1OC,generated,99.9
AIQA,0,O=C(NCC1CCN(c2ccccn2)C1)c1cc(-c2ccccc2)n(-c2ccccc2)n1,generated,99.9
AIQC,0,CC(C)CCN1CCN(C(=O)C(Cc2ccccc2)N(CC(C)C)C(=O)C(C)NC(=O)Cc2ccccc2)CC1,generated,99.9
AIQD,0,Cn1cccc1C(=O)Nc1cccc(C(=O)NC2CC2)c1,generated,99.9
AIQE,0,CC(C)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CS)NC(=O)NC(C(C)C)C(C)C)C(=O)NCC(=O)O,generated,99.9
AIQF,0,CC(C)(C)c1ccc(S(=O)(=O)N(CC(=O)NCCN2CCOCC2)Cc2ccncc2)cc1,generated,99.9
AIQG,0,Cc1cc(C)n(CCCNC(=O)CCc2c(C)nc3ncnn3c2C)n1,generated,99.9
AIQQ,0,CN(C)C(=O)CN(CC(=O)Nc1ccccc1)c1ccccc1,generated,99.9
AIQS,0,CC(Oc1ccc(Cl)cc1)C(=O)N1CCOC(C)(C)C1,generated,99.9
AIRU,0,CCCc1cc(C(=O)NCc2ccnc(OCC)c2)on1,generated,99.9
AISV,0,CCS(=O)(=O)N1CCC(C(=O)Nc2cccc(Cl)c2)CC1,generated,99.9
AIUN,0,CC(=O)Nc1ccc(OCC(=O)NCc2ccc(C)o2)cc1,generated,99.9
AIWY,0,Cc1nc(CNC(=O)CCn2ncc3ccccc3c2=O)sc1C,generated,99.9
AIXS,0,COc1ccc(S(=O)(=O)NC(=O)C(C)(C)O)cc1,generated,99.9
AIXT,0,CCOC(=O)CCC(C)NC(=O)c1ccc(-c2ccccc2)o1,generated,99.9
AIYB,0,COc1ccc(OC)c(CCNC(=O)c2ccccc2)c1,generated,99.9
AIYF,0,Cc1ccc(N2CCN(C(=O)COc3ccccc3C#N)CC2)c(C)c1,generated,99.9
AIYK,0,COc1cccc(-c2csc(-c3ccncc3)n2)c1OC,generated,99.9
AIYM,0,Cc1nn(C)c(C)c1CC(=O)Nc1cccc(NC(=O)C(C)C)c1,generated,99.9
AIZD,0,Cc1ccc(OC(C)C(=O)Nc2cccc(C)n2)cc1,generated,99.9
AIZI,0,Cc1cc(C)nc(NC(=O)CSc2nnc(-c3ccccc3)o2)n1,generated,99.9
AIZN,0,CC(=O)Nc1ccc(OCc2nc(-c3ccccc3)oc2C)cc1,generated,99.9
AJAF,0,CN(Cc1ccccc1)C(=O)Nc1ccc(OC(F)(F)F)cc1,generated,99.9
AJAH,0,CC(=O)c1cccc(OCc2cc(C(=O)N3CCC(O)CC3)no2)c1,generated,99.9
AJCV,0,COc1ccc(C=NNC(=O)CN2C(=O)SC(=Cc3ccc(OC)c(OC)c3)C2=O)cc1,generated,99.9
AJDQ,0,CCOC(=O)c1c(C)[nH]c(C(=O)NCc2ccccn2)c1C,generated,99.9
AJEC,0,O=C(CNC(=O)c1ccc2cscc2c1)Nc1ccccc1,generated,99.9
AJFN,0,CC(C)(C)OC(=O)N1CCN(C(=O)C2CC=CCC2)CC1,generated,99.9
AJFR,0,CC(=O)N1CCC(OC(=O)N(c2ccccc2)C2CCCC2)CC1,generated,99.9
AJJA,0,COc1ccc(N2CC(CNC(=O)Cc3ccc[nH]3)CC2=O)cc1,generated,99.9
AJJE,0,COc1ccc(C(C)=O)cc1C(=O)Nc1nnc(C2CC2)s1,generated,99.9
AJJG,0,Cc1ccc(NC(=O)CC2COCCO2)c(C)c1NC(=O)C(C)C,generated,99.9
AJJK,0,Cc1cc(C=NN2C(=O)CC(C)C2=O)c2c(C)c(C)c(=O)oc2c1,generated,99.9
AJJL,0,Cc1cccc(OCC(=O)Nc2cnc3ccc(C(N)=O)cc3c2)c1,generated,99.9
AJJM,0,CNC(=O)C1CCN(C(=O)Cc2ccc(C)cc2C)CC1,generated,99.9
AJJN,0,O=C(COc1ccc(F)cc1)N(CCO)Cc1ccccc1,generated,99.9
AJJQ,0,COc1ccc(Cl)cc1-c1ccc2ncn(C3CC3)c(=O)c2c1,generated,99.9
AJJV,0,CS(=O)(=O)c1ccc(N2CCCN(C(=O)C3CCCC3)CC2)cc1,generated,99.9
AJJX,0,O=C(Nc1cc(C(=O)NCc2ccccc2)n(CCO)n1)c1ccco1,generated,99.9
AJJY,0,Cc1ccc(CN2C(=O)C(=O)N(c3ccc(C)c(C)c3)C2=O)c(C)c1,generated,99.9
AJJZ,0,O=C(COc1ccccc1)Nc1ccc(NC(=O)N2CCOCC2)cc1,generated,99.9
AJKI,0,Cc1ccc(S(=O)(=O)N2CCCCC2)c(NC(=O)C2CC2)c1,generated,99.9
AJKK,0,Cc1noc(C)c1CCC(=O)Nc1cc(-c2ccco2)n[nH]1,generated,99.9
AJKM,0,CC(=O)Nc1ccc(CNC(=O)C2CC=CCC2)cc1,generated,99.9
AJKN,0,N#Cc1ncc(C(=O)NCCc2ccccc2)c2ccccc12,generated,99.9
AJKP,0,CC(C)OCC1CC(=O)N(Cc2cccc(C(N)=O)c2)C1,generated,99.9
AJKR,0,CCCc1ccc2c(c1)C(=O)c1c(C)nn(C)c1C2O,generated,99.9
AJKT,0,CC(NC(=O)c1ccccc1)C(=O)NC(C)c1ccc(F)cc1,generated,99.9
AJKU,0,CC(=O)NC1CCCN(C(=O)c2cnc(C3CCCO3)s2)C1,generated,99.9
AJKZ,0,CCC(Oc1ccc(N(C)S(=O)(=O)c2cc(OC)c(OC)c(OCCN3CCCC3=O)c2)cc1)C(=O)O,generated,99.9
AJLD,0,Cc1ccc(C)c(NC(=O)C(=O)n2cnc3ccccc32)c1,generated,99.9
AJLF,0,CC(=O)OC1C=C(C)C(=O)CC2C(C(=O)C(OC(C)=O)C3C(C)C(CC(C)C(=O)CCC(=O)OC(C)(C)O)C(OC(=O)CC(C)(C)C)CC13)C(C)(C)C(=O)C(C)C2(C)C,generated,99.9
AJLH,0,COc1ccc(-c2nnc(N3CCC(C)CC3)o2)cc1OC,generated,99.9
AJLP,0,CC(=O)NC(C(=O)Nc1ccccc1)c1nnc(-c2ccccc2)o1,generated,99.9
AJLQ,0,Cc1nc(C)c(C(=O)Nc2cccc(C(=O)OC(C)(C)C)c2)s1,generated,99.9
AJLV,0,COC(=O)c1ccc(C)c(NC(=O)CCc2ccc(C)o2)c1,generated,99.9
AJMB,0,CSc1nc2ccccc2n1-c1ccc(C(=O)NCC2CC2)cc1,generated,99.9
AJMD,0,CC(C)CN(CC(=O)NCCS(=O)(=O)c1ccccc1)C(=O)c1ccc(Cl)cc1,generated,99.9
AJMO,0,CC(C(=O)Nc1ccc(F)cc1)n1nc(-c2ccccc2)ccc1=O,generated,99.9
AJNC,0,Cc1nn(-c2ccc(O)c(O)c2)c(C)c1CC(=O)N(C)C,generated,99.9
AJNN,0,COc1ccc(C=CC(=O)c2cc(C)c(OC)c(OC)c2)cc1OC,generated,99.9
AJNX,0,Cc1ccc(C2=C(c3ccc(Cl)cc3)C(=O)C(=Cc3ccc(O)c(O)c3)CC2=O)cc1,generated,99.9
AJOA,0,CC(=O)c1cccc(S(=O)(=O)Nc2ccnc(Nc3cccc(CO)c3)c2)c1,generated,99.9
AJOB,0,CCc1ccc(NC(=O)c2cc(C)n(C(C)C)c2C)cc1,generated,99.9
AJOE,0,CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccc(O)cc1,generated,99.9
AJOF,0,COc1cc(C(=O)c2cccnc2)cc(OC)c1OCC=Cc1ccc(Br)cc1,generated,99.9
AJOM,0,CN(Cc1ccccc1)C(=O)c1ccc(N2CCOCC2)nc1,generated,99.9
AJOZ,0,COCc1cc(C(=O)NCC(C)(O)c2ccccc2)c(C)o1,generated,99.9
AJPB,0,Cc1nc(C)n(C2CCN(C(=O)c3cccc(OCC(F)F)c3)C2)n1,generated,99.9
AJPD,0,CCN(CC)c1nc(-c2ccc(OCCCC(C)C)cc2)cc(=O)[nH]1,generated,99.9
AJPV,0,CCNC(=O)CN(Cc1cccc(OC)c1)Cc1ccc(C)o1,generated,99.9
AJPW,0,COc1ccc(C(=O)N2CCC(c3nnc(C)o3)CC2)cc1,generated,99.9
AJPZ,0,O=C(Cc1ccc(F)cc1)N1CCCC1c1cccnc1,generated,99.9
AJQJ,0,COc1ccc(Cn2nc(C(=O)Nc3cccc(C)c3C)cc2C)cc1N,generated,99.9
AJQL,0,Cc1ccc(CNC(=O)c2cc(-c3ccco3)on2)o1,generated,99.9
AJQR,0,COc1cc2c(cc1OC)CN(c1nccc(C#N)n1)CC2,generated,99.9
AJRR,0,O=C(c1ccc2cc[nH]c2c1)N1CCC(O)(c2ccccc2)CC1,generated,99.9
AJSG,0,CC(C)c1cc(N2CCCC2)nc(N2CCN(c3ccccc3C(=O)O)CC2)n1,generated,99.9
AJSR,0,CC(C(=O)N1CCOCC1)c1ccc(C(=O)OCc2cc(N3CCOCC3)cc(C(F)(F)F)c2)c(F)c1,generated,99.9
AJSS,0,COc1cccc(-c2ccc(CNC(=O)c3ccco3)cc2)c1,generated,99.9
AJTT,0,CCOC(=O)Cc1csc(NC(=O)CCc2ccccc2)n1,generated,99.9
AJTU,0,CC(=O)NC(CC1CCCCC1)C(=O)NCC(C)(O)C(C)C,generated,99.9
AJUF,0,CCCCCCCCCCCCCC(=O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,generated,99.9
AJWY,0,O=C(Nc1ccc(NC(=O)c2cccc(F)c2)cc1)OCCO,generated,99.9
AJXE,0,O=C(NCc1ccc(-n2cccn2)cc1)C1CC(=O)N(C2CC2)C1,generated,99.9
AJYC,0,Cc1ccc(-c2nnc(COc3cccc(C(=O)N(C)C)c3)o2)cc1,generated,99.9
AJYS,0,COc1cc(C2Oc3cc(Br)ccc3C(=O)N2C)cc(OC)c1OC,generated,99.9
AJYT,0,COc1ccc(C(=O)Oc2cc(OC)ccc2C(C)=O)cc1,generated,99.9
AJZC,0,COc1cccc(OC)c1-c1n[nH]c(C2CCN(C(=O)N3CCN(c4ccccc4)CC3)CC2)n1,generated,99.9
AJZH,0,Cc1ccc(CNC(=O)C2CCCN2C(=O)OC(C)(C)C)cc1,generated,99.9
AJZN,0,CCC(CC)C(=O)NCC(=O)NCc1ccc(C(C)(C)C)cc1,generated,99.9
AKAK,0,Nc1nc2c(c(=O)[nH]1)CCN(C(=O)c1ccc(F)cc1)CC2,generated,99.9
AKCG,0,Cc1cc(C(=O)N2CCN(Cc3nccn3C)CC2)on1,generated,99.9
AKDN,0,CC(=O)Nc1cccc(CNC(=O)c2ccc(C)c(C)c2)c1,generated,99.9
AKEE,0,Cc1nc(C(C)N(C)C(=O)Cc2cccc(F)c2)no1,generated,99.9
AKHR,0,CCN(CC)c1nc2c(c(=O)n(C)c(=O)n2C)n1C1CCCC1,generated,99.9
AKHS,0,CCN(CC)CCN(C(=O)Cc1ccc(NC(=O)C(C)O)cc1)c1ccccc1,generated,99.9
AKHT,0,Cc1ccc(NC(=O)c2ccc(C(=O)c3cccc(C)c3)cc2)cc1,generated,99.9
AKHU,0,CCN(CC)C(=O)c1ccc(NC(=O)CCC(C)(C)C)c(C)c1,generated,99.9
AKHX,0,CN(C)S(=O)(=O)c1ccc(C(=O)Nc2ccccc2)cc1,generated,99.9
AKHY,0,O=C(NCCCOc1ccccc1)c1ccc(O)c(O)c1,generated,99.9
AKHZ,0,CC(C)c1cccc(C(=O)O)c1CN1c2ccccc2C(OC(=O)C23CC4CC(CC(C4)C2)C3)OC1C,generated,99.9
AKIA,0,COc1ccc(OC)c(NC(=O)Cc2ccc(F)cc2)c1,generated,99.9
AKID,0,Cc1cc(C(=O)N2CC(C)C(O)(c3ccccc3)C2)c(C)o1,generated,99.9
AKIF,0,CN(C)C(=O)CC1CCN(C(=O)c2ccc(-n3cccn3)cc2)CC1,generated,99.9
AKIH,0,CN(C)C(=O)CC1(O)CCN(C(=O)COc2ccccc2)CC1,generated,99.9
AKII,0,CCOC(=O)c1c(C)oc2ncn(CC(=O)N(C)CC)c(=O)c12,generated,99.9
AKIJ,0,O=C(Nc1ccc(-c2ccc(-c3noc(C=Cc4ccccc4)n3)cc2)cc1)c1ccccc1,generated,99.9
AKIK,0,Cc1noc(C)c1CCC(=O)N1CCc2ccc(F)cc2C1,generated,99.9
AKIL,0,CCn1cc(C(=O)NCCc2ccccc2)c(=O)c2cc(C)ccc21,generated,99.9
AKIM,0,Cc1ccc(CN(C)C(=O)CN2CCOc3ccc(C(C)(C)C)cc32)cc1,generated,99.9
AKIQ,0,CCOC(=O)CN(C(=O)c1ccc2nc(N)nc(N)c2c1)c1ccccc1,generated,99.9
AKIU,0,CN(C)C(=O)c1ccc(NCC(=O)NCC(F)(F)F)cc1,generated,99.9
AKKL,0,CC(C)CC(NC(=O)C(N)CC(=O)O)C(=O)NC(CS)C(=O)NC(C(=O)NC(C(=O)NC(CCCNC(=N)N)C(=O)O)C(C)C)C(C)C,generated,99.9
AKKZ,0,CC(=O)NC(C)CNC(=O)c1cc2cc(Cl)ccc2o1,generated,99.9
AKMD,0,CC(C)(C)c1ccc(CCNC(=O)C2CC(=O)N(C3CCCC3)C2)cc1,generated,99.9
AKMH,0,CC(=O)OCC1COC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,generated,99.9
AKNL,0,O=C(Cc1ccc(Oc2ccccc2)cc1)NCc1ccnc(OC(F)(F)F)c1,generated,99.9
AKNN,0,COc1ccc(-c2ccc(CNC(=O)C3CC3)nn2)cc1OC,generated,99.9
AKOS,0,O=C(Nc1ccc(-n2cnnn2)cc1)C1CCC(F)(F)CC1,generated,99.9
AKPR,0,COc1ccc(S(=O)(=O)NCCC(=O)N2CCCC2)cc1,generated,99.9
AKPX,0,CCCC1CN(C(=O)Cc2ccccc2F)CC(C)O1,generated,99.9
AKPY,0,CC(NC(=O)N1CCCCCC1)c1cccc(OCc2ccccc2)c1,generated,99.9
AKQC,0,COc1ccc(OC)c(C(C)C(=O)NC(C)(C)CO)c1,generated,99.9
AKQG,0,O=C(COc1ccccc1)NCCc1c[nH]c2ccccc12,generated,99.9
AKQQ,0,Cn1nc(-c2ccc(NS(=O)(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccc1=O,generated,99.9
AKQV,0,CCN(CC)C1CCN(CCc2c(C)nc3ncnn3c2C)CC1,generated,99.9
AKQW,0,Cc1ccc(NC(=O)c2ccc(=O)n(C)n2)c(C)c1,generated,99.9
AKRB,0,COc1cccc(CNC(=O)c2ccc(-n3cccc3)nc2)c1,generated,99.9
AKRG,0,Cc1cc(NC(=O)N(CCO)CC(=O)Nc2ccc(F)cc2)ccc1Cl,generated,99.9
AKRP,0,Cc1ccc(C(=O)NCc2ccc(OC(F)F)cc2)cc1S(C)(=O)=O,generated,99.9
AKRS,0,CC(C)C(NC(=O)NCC1CCCO1)C(=O)NCc1ccccc1,generated,99.9
AKSE,0,COc1ccc(-c2ccc(C(=O)NCc3ccc(C4CCCCC4)cc3)o2)cc1,generated,99.9
AKSG,0,CCN(C(=O)CCCNC(=O)CCc1ccccc1)c1c(C)noc1C,generated,99.9
AKSH,0,O=C(CCCCN1CCN(c2ncccn2)CC1)N1CCCCC1,generated,99.9
AKSJ,0,COc1ccc(-c2csc(NC(=O)Nc3cccc(F)c3)n2)cc1,generated,99.9
AKSM,0,CCN(CC)c1ncc(C(=O)Nc2ccc(F)c(Cl)c2)cn1,generated,99.9
AKTD,0,CC(C)(C)Oc1cc(C#N)ccc1OCC(=O)Nc1ccc(Cl)cc1,generated,99.9
AKTF,0,O=C(Nc1ccc(-c2ccccc2)cc1)N(Cc1ccco1)C1CCOCC1,generated,99.9
AKUB,0,Cc1ccc(-c2cc(NC(=O)c3ccc(C)o3)[nH]n2)cc1,generated,99.9
AKUG,0,Cc1ccc(CNC(=O)C2CCCN(S(C)(=O)=O)C2)cc1,generated,99.9
AKUI,0,Cc1csc(NC(=O)c2ccc(Cn3c(C)cccc3=O)cc2)n1,generated,99.9
AKVB,0,Cc1ccc(CNC(=O)COc2ccc(Cl)c(Cl)c2)c(C)c1,generated,99.9
AKVY,0,CC(C)(C)c1cc(C(=O)N2CCN(c3ccccc3)CC2)no1,generated,99.9
ALCA,0,COc1ccc2nc(NC(=O)CCc3ccc(O)cc3)sc2c1,generated,99.9
ALCB,0,Cc1ccc(S(=O)(=O)N2CCOC(C)C2)cc1C,generated,99.9
ALCG,0,COc1ccc(OC)c(C(=O)N(C)C)c1NC(=O)N1CCCC1,generated,99.9
ALCI,0,COc1ccc(CCNC(=O)Nc2cccc(-c3nccn3C)c2)cc1OC,generated,99.9
ALCK,0,CC(NC(=O)CCCNC(=O)Cc1ccc(Cl)c(Cl)c1)c1ccccc1,generated,99.9
ALCM,0,CC(=O)N1CCC(NC(=O)c2c(C)cc(C)cc2C)CC1,generated,99.9
ALCN,0,Cc1ccc(CNC(=O)c2cccc(NC(=O)c3ccco3)c2)s1,generated,99.9
ALCP,0,Cc1cc(C(C)NC(=O)Nc2ccc(OC(F)F)cc2)c(C)o1,generated,99.9
ALCT,0,Cc1ccc(-c2noc(C3CCCN(C(=O)CC4CC4)C3)n2)cc1,generated,99.9
ALCV,0,CC1CN(CCCCNC(=O)c2ccccc2)CC(O)C1O,generated,99.9
ALCZ,0,COc1cc(NC(=O)c2cc(-c3ccccc3)nn2-c2ccccc2)cc(OC)c1,generated,99.9
ALDB,0,COc1ccc(CNC(=O)CCCc2nc3ccccc3n2C)cc1,generated,99.9
ALDL,0,CC(C)(C)c1ccc(NCC(=O)Nc2cccc(F)c2)cc1,generated,99.9
ALDM,0,CC(C)(C)C(NC(=O)c1ccc2c(c1)CCO2)C(=O)NC1CC1,generated,99.9
ALDQ,0,Cc1ccc(S(=O)(=O)Nc2ccc(C)c(N)c2)cc1,generated,99.9
ALDR,0,CC(C)(C)OC(=O)NCC(O)COc1ccc2c(c1)CCC(=O)N2,generated,99.9
ALEB,0,CCC1CCCCN1S(=O)(=O)c1ccc2c(c1)NC(=O)CO2,generated,99.9
ALEO,0,Cc1nn(Cc2ccccc2)c(C)c1CN(C)C(=O)C1CCCC1,generated,99.9
ALEW,0,O=C(O)CCNC(=O)C1CC(Nc2ccc(Cc3ccccc3)cc2)C(=O)N1,generated,99.9
ALEZ,0,CCOC(=O)CCC(C)NC(=O)c1cc(C)n(Cc2ccco2)c1C,generated,99.9
ALFF,0,CCN(CC(=O)NC(C)(C)C)C(=O)C1CCN(Cc2ccc(Cl)cc2Cl)CC1,generated,99.9
ALFG,0,Nc1cc(-c2ccccc2)c(NC(=O)c2cc(O)cc(O)c2)cn1,generated,99.9
ALFJ,0,CC(C)CC(C)Oc1cc(-c2cccc(C(=O)NC3CCCCC3)c2)nc(N)n1,generated,99.9
ALFR,0,CC(=O)N1CCC2(CC1)CN(c1nccc(C#N)c1C(F)(F)F)C2=O,generated,99.9
ALFW,0,COC(=O)CCN(C)C(=O)Nc1cccc(OCC(N)=O)c1,generated,99.9
ALFX,0,COc1ccc2nc3cc(C(F)(F)F)ccc3c(NCCCN3CCOCC3)c2c1,generated,99.9
ALGM,0,Cc1nnc2n1CCN(C(=O)c1ccc(-c3ccccc3)cc1)C2,generated,99.9
ALHB,0,CC(C)C(=O)NCCCN1CCN(c2ccc(F)cc2)CC1,generated,99.9
ALHE,0,CCC(=O)Nc1cccc(Nc2cc(Nc3cccc(CNC(=O)C(C)(C)C)c3)nc(N)n2)c1,generated,99.9
ALHG,0,Cc1ccc(C(=O)NC(C)c2ccccc2N2CCOCC2)o1,generated,99.9
